months_as_customer,age,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
222,39,250/500,1000,1232.72,0,MALE,High School,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,21,3,0,87960,14660,14660,58640,Y
196,41,250/500,2000,1800.76,0,MALE,Graduate,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,0,47800,4780,4780,38240,N
253,43,500/1000,500,1187.01,7000000,FEMALE,Undergraduate,partner,Vehicle Theft,No Collision,Trivial Damage,Police,9,1,1,3840,640,640,2560,N
280,43,100/300,1000,1559.34,0,MALE,Graduate,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,1,1,2,77000,14000,7000,56000,N
5,26,250/500,2000,1137.02,0,FEMALE,Doctorate,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,3,88110,16020,16020,56070,N
220,42,100/300,1000,1281.72,0,MALE,Undergraduate,other-relative,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,20,4,2,47740,4340,4340,39060,N
85,30,100/300,1000,796.35,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,9,3,1,58960,5360,10720,42880,N
266,46,250/500,500,1270.02,0,FEMALE,Undergraduate,own-child,Parked Car,No Collision,Minor Damage,Police,5,1,2,2160,480,240,1440,N
41,26,100/300,1000,1383.13,0,FEMALE,Graduate,own-child,Vehicle Theft,No Collision,Trivial Damage,Police,12,1,1,6890,530,1060,5300,N
316,45,100/300,2000,1290.74,5000000,FEMALE,High School,partner,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,6,3,0,78870,7170,14340,57360,N
285,47,100/300,1000,1216.68,0,FEMALE,Graduate,other-relative,Vehicle Theft,No Collision,Trivial Damage,Police,8,1,1,2700,300,300,2100,N
379,54,100/300,500,1251.16,0,FEMALE,Undergraduate,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,14,1,1,75960,6330,6330,63300,N
15,34,250/500,2000,1586.41,0,FEMALE,High School,other-relative,Single Vehicle Collision,Front Collision,Major Damage,Police,10,1,3,75570,6870,13740,54960,Y
354,48,500/1000,2000,1526.11,5000000,FEMALE,Graduate,partner,Single Vehicle Collision,Front Collision,Minor Damage,Police,12,1,3,90240,15040,15040,60160,N
342,53,100/300,1000,1028.44,0,FEMALE,Undergraduate,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,12,1,0,80960,14720,7360,58880,N
169,38,100/300,1000,1555.94,0,MALE,Doctorate,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Police,12,3,3,79080,6590,13180,59310,N
339,49,500/1000,2000,1570.77,0,MALE,Graduate,not-in-family,Vehicle Theft,No Collision,Minor Damage,None,13,1,3,6820,1240,620,4960,N
259,42,100/300,2000,1170.53,0,FEMALE,Doctorate,partner,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,17,3,2,62590,5690,11380,45520,N
65,23,250/500,1000,1099.95,0,FEMALE,Undergraduate,partner,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,0,52400,6550,6550,39300,Y
254,46,250/500,2000,1472.43,0,MALE,Graduate,partner,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,3,3,3,63580,5780,11560,46240,N
440,55,250/500,500,1275.62,0,FEMALE,Undergraduate,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,18,3,1,61400,6140,6140,49120,N
478,63,250/500,1000,1292.3,0,MALE,High School,own-child,Parked Car,No Collision,Minor Damage,None,5,1,3,4700,940,470,3290,Y
230,44,250/500,2000,1009.37,0,FEMALE,Undergraduate,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Fire,19,1,2,74140,13480,13480,47180,N
138,30,500/1000,500,1093.07,4000000,FEMALE,Doctorate,partner,Single Vehicle Collision,Front Collision,Major Damage,Police,0,1,2,83160,6930,13860,62370,N
239,41,250/500,1000,1325.44,7000000,FEMALE,Graduate,other-relative,Parked Car,No Collision,Trivial Damage,Police,22,1,2,10790,1660,830,8300,N
93,31,100/300,2000,1017.18,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Major Damage,Police,21,3,3,48070,8740,8740,30590,N
37,25,100/300,1000,1221.17,0,FEMALE,Graduate,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,4,3,0,51030,5670,11340,34020,N
254,40,100/300,500,1927.87,0,MALE,Graduate,partner,Single Vehicle Collision,Front Collision,Minor Damage,Fire,10,1,1,43280,0,5410,37870,Y
131,29,250/500,1000,978.27,0,FEMALE,Undergraduate,own-child,Single Vehicle Collision,Front Collision,Major Damage,Fire,5,1,3,76400,15280,7640,53480,N
230,43,100/300,2000,1221.14,0,MALE,Graduate,partner,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,13,1,2,75460,13720,13720,48020,N
313,50,100/300,2000,1255.62,0,MALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Major Damage,Police,18,3,1,69000,13800,6900,48300,Y
210,38,250/500,500,999.52,0,MALE,Graduate,other-relative,Vehicle Theft,No Collision,Minor Damage,Police,6,1,2,8640,1440,720,6480,N
101,29,250/500,500,1380.89,0,MALE,Doctorate,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,0,3,1,67210,12220,12220,42770,N
153,37,500/1000,500,1010.77,0,MALE,High School,partner,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,5,3,3,42500,4250,4250,34000,N
337,53,100/300,500,1205.86,0,MALE,Undergraduate,partner,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,8,1,1,86400,14400,7200,64800,N
360,51,500/1000,1000,1526.61,0,MALE,Graduate,not-in-family,Vehicle Theft,No Collision,Minor Damage,Police,5,1,2,4620,840,840,2940,Y
428,53,100/300,1000,1496.44,0,FEMALE,High School,partner,Parked Car,No Collision,Trivial Damage,Police,9,1,2,6930,630,1260,5040,N
204,40,100/300,500,1256.2,0,FEMALE,Graduate,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Police,10,3,2,41700,8340,8340,25020,N
364,51,100/300,500,1268.35,0,MALE,Graduate,partner,Single Vehicle Collision,Rear Collision,Major Damage,Police,16,1,1,77330,14060,14060,49210,Y
185,35,500/1000,2000,1421.59,0,MALE,Undergraduate,own-child,Vehicle Theft,No Collision,Trivial Damage,Police,8,1,3,4950,900,450,3600,N
63,26,500/1000,500,1500.04,6000000,MALE,Doctorate,own-child,Vehicle Theft,No Collision,Minor Damage,Police,5,1,2,5160,860,860,3440,N
210,35,100/300,500,1433.24,0,FEMALE,Undergraduate,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Fire,11,3,1,24570,2730,2730,19110,Y
194,38,100/300,2000,1231.25,0,FEMALE,Doctorate,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,15,3,0,53680,4880,9760,39040,N
294,49,500/1000,500,1135.43,0,MALE,Graduate,own-child,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,3,1,42900,3900,3900,35100,N
272,41,250/500,2000,945.73,5000000,MALE,Graduate,partner,Single Vehicle Collision,Front Collision,Minor Damage,Fire,23,1,0,84100,16820,8410,58870,Y
27,27,100/300,2000,1118.76,0,FEMALE,Undergraduate,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,23,1,3,61560,6840,6840,47880,N
251,39,500/1000,2000,1231.98,0,FEMALE,Undergraduate,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Police,10,1,0,44240,5530,5530,33180,N
180,33,500/1000,2000,1005.47,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,4,3,57700,11540,5770,40390,N
392,50,100/300,2000,1108.97,0,FEMALE,Doctorate,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Police,4,1,2,108030,16620,16620,74790,N
143,30,100/300,500,1392.39,5000000,FEMALE,High School,partner,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,16,1,0,54300,10860,5430,38010,N
371,54,100/300,2000,1317.97,0,MALE,High School,partner,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,18,3,2,32280,5380,5380,21520,Y
292,42,250/500,1000,1588.22,0,MALE,Graduate,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Police,15,3,1,84600,16920,8460,59220,N
165,35,250/500,500,900.02,6000000,MALE,Undergraduate,own-child,Single Vehicle Collision,Front Collision,Total Loss,Police,8,1,3,69700,6970,6970,55760,N
158,33,100/300,1000,1744.64,3000000,MALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,4,3,1,36400,3640,7280,25480,N
241,39,250/500,1000,1260.56,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,20,3,2,37520,4690,4690,28140,N
103,33,500/1000,2000,1021.14,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,1,3,3,79090,14380,14380,50330,N
402,54,250/500,2000,1285.09,0,MALE,Graduate,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Police,19,1,2,67770,7530,15060,45180,Y
102,32,100/300,500,1537.07,3000000,MALE,Graduate,partner,Single Vehicle Collision,Side Collision,Total Loss,Police,11,1,0,47400,9480,4740,33180,Y
182,40,100/300,1000,1022.42,0,MALE,Doctorate,partner,Single Vehicle Collision,Front Collision,Total Loss,Police,13,1,2,71100,7110,14220,49770,N
282,46,100/300,2000,1558.86,0,MALE,Graduate,partner,Single Vehicle Collision,Front Collision,Minor Damage,Police,2,1,2,69400,13880,6940,48580,N
222,39,500/1000,500,1757.87,0,MALE,High School,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Police,9,3,1,55000,5000,10000,40000,Y
415,52,250/500,1000,973.5,0,MALE,Doctorate,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Police,15,2,3,51090,7860,7860,35370,N
51,34,500/1000,500,1430.8,0,MALE,Doctorate,partner,Single Vehicle Collision,Side Collision,Major Damage,Fire,23,1,3,64200,6420,19260,38520,Y
255,45,500/1000,500,1192.27,0,MALE,High School,own-child,Single Vehicle Collision,Front Collision,Total Loss,Police,16,1,0,67320,12240,12240,42840,N
143,31,250/500,500,1163.83,0,MALE,Undergraduate,partner,Multi-vehicle Collision,Side Collision,Major Damage,Police,21,4,0,76120,6920,13840,55360,N
130,28,500/1000,1000,1003.15,0,FEMALE,Graduate,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,21,2,1,85020,13080,13080,58860,N
242,41,250/500,2000,1153.54,6000000,MALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,1,68090,12380,12380,43330,N
96,27,100/300,1000,1631.1,0,FEMALE,High School,partner,Parked Car,No Collision,Trivial Damage,Police,4,1,2,6030,670,670,4690,N
180,35,500/1000,1000,1252.48,0,MALE,Graduate,partner,Vehicle Theft,No Collision,Minor Damage,None,17,1,3,5100,1020,510,3570,N
150,30,100/300,1000,1677.26,0,MALE,Undergraduate,own-child,Vehicle Theft,No Collision,Trivial Damage,Police,7,1,3,4590,510,510,3570,N
463,59,250/500,1000,979.73,0,FEMALE,Graduate,not-in-family,Multi-vehicle Collision,Front Collision,Major Damage,Police,14,2,2,72400,7240,14480,50680,Y
472,64,250/500,500,989.24,0,MALE,Graduate,not-in-family,Single Vehicle Collision,Front Collision,Major Damage,Fire,13,1,3,70900,14180,7090,49630,N
75,25,500/1000,1000,1389.86,0,FEMALE,Undergraduate,partner,Multi-vehicle Collision,Side Collision,Total Loss,Police,23,2,3,65100,6510,6510,52080,N
193,40,100/300,500,1233.85,0,FEMALE,Undergraduate,partner,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,23,3,1,64260,0,14280,49980,N
43,43,500/1000,500,1320.39,0,FEMALE,Undergraduate,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,16,1,1,79970,7270,21810,50890,Y
253,41,100/300,1000,1435.09,0,FEMALE,Undergraduate,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,17,1,0,56610,6290,6290,44030,N
152,30,500/1000,500,1448.54,0,FEMALE,Graduate,partner,Single Vehicle Collision,Side Collision,Major Damage,Fire,9,1,1,84590,7690,7690,69210,Y
160,38,250/500,500,1733.56,0,MALE,High School,partner,Multi-vehicle Collision,Side Collision,Major Damage,Fire,13,3,1,66780,7420,14840,44520,N
56,36,100/300,500,1533.07,0,MALE,Graduate,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,13,1,2,58500,0,6500,52000,N
286,41,100/300,500,1106.77,0,FEMALE,Undergraduate,other-relative,Parked Car,No Collision,Trivial Damage,Police,3,1,0,5000,500,500,4000,N
3,29,100/300,500,995.7,5000000,FEMALE,Graduate,partner,Parked Car,No Collision,Trivial Damage,Police,3,1,1,5000,500,1000,3500,Y
286,41,250/500,1000,1298.85,6000000,FEMALE,High School,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,16,3,3,54450,6050,12100,36300,N
239,38,250/500,1000,1276.73,5000000,FEMALE,Graduate,other-relative,Multi-vehicle Collision,Front Collision,Major Damage,Police,12,3,3,61920,6880,6880,48160,N
64,29,250/500,2000,1202.28,0,MALE,High School,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,4,1,2,43700,4370,4370,34960,Y
98,31,100/300,500,671.92,0,MALE,Graduate,partner,Single Vehicle Collision,Front Collision,Minor Damage,Police,3,1,0,64080,7120,7120,49840,N
16,35,250/500,1000,1358.03,0,MALE,Graduate,own-child,Single Vehicle Collision,Rear Collision,Total Loss,Police,0,1,1,55000,10000,10000,35000,Y
70,27,250/500,1000,1008.79,4000000,FEMALE,Graduate,own-child,Vehicle Theft,No Collision,Trivial Damage,Police,19,1,3,4400,0,550,3850,N
75,27,100/300,1000,1141.1,0,MALE,Graduate,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,15,2,1,71640,5970,11940,53730,N
246,44,100/300,1000,1397,0,MALE,High School,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Police,6,1,0,61740,6860,6860,48020,N
110,27,500/1000,1000,1664.66,0,FEMALE,Undergraduate,own-child,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,3,1,3,57500,5750,5750,46000,N
236,39,250/500,1000,1151.39,4000000,FEMALE,Graduate,partner,Parked Car,No Collision,Minor Damage,Police,17,1,0,8700,870,1740,6090,N
267,46,100/300,2000,1546.01,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Front Collision,Total Loss,Police,4,4,1,77100,15420,7710,53970,N
463,57,250/500,500,1063.67,0,MALE,Graduate,partner,Single Vehicle Collision,Front Collision,Minor Damage,Police,14,1,0,59400,6600,6600,46200,N
303,46,100/300,1000,709.14,0,MALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,3,3,0,54890,9980,4990,39920,N
137,30,250/500,500,1039.55,0,MALE,Graduate,partner,Multi-vehicle Collision,Front Collision,Minor Damage,Police,4,3,1,74030,6730,13460,53840,N
56,42,250/500,500,1339.39,0,FEMALE,Undergraduate,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,13,1,2,61490,11180,11180,39130,N
75,27,250/500,1000,1202.75,0,MALE,High School,not-in-family,Multi-vehicle Collision,Front Collision,Minor Damage,Police,23,3,2,79560,6630,13260,59670,N
131,33,100/300,2000,1081.17,0,MALE,Graduate,partner,Parked Car,No Collision,Minor Damage,Police,3,1,1,4900,490,490,3920,N
153,34,250/500,500,991.39,0,MALE,High School,other-relative,Multi-vehicle Collision,Side Collision,Total Loss,Police,0,3,0,77770,14140,14140,49490,N
255,43,500/1000,500,984.02,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Side Collision,Major Damage,Fire,14,2,2,74700,7470,14940,52290,Y
103,26,100/300,500,1354.83,0,MALE,Graduate,partner,Multi-vehicle Collision,Front Collision,Minor Damage,Police,14,2,2,40600,4060,4060,32480,N
97,28,100/300,1000,830.31,0,MALE,Graduate,partner,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,22,1,0,45270,10060,10060,25150,N
214,36,100/300,2000,987.42,7000000,FEMALE,Undergraduate,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,17,3,3,47080,4280,8560,34240,N
438,57,500/1000,500,1119.29,0,FEMALE,Graduate,partner,Single Vehicle Collision,Side Collision,Minor Damage,Police,14,1,0,40700,4070,4070,32560,Y
87,27,100/300,500,1048.39,0,FEMALE,Graduate,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Police,2,1,1,34650,6300,3150,25200,N
27,28,500/1000,1000,1074.47,0,MALE,Graduate,partner,Parked Car,No Collision,Trivial Damage,Police,4,1,0,3200,400,400,2400,N
206,42,500/1000,1000,1230.76,0,MALE,High School,partner,Single Vehicle Collision,Rear Collision,Major Damage,Fire,2,1,1,78980,7180,14360,57440,Y
127,31,500/1000,500,1255.02,0,MALE,Undergraduate,not-in-family,Parked Car,No Collision,Minor Damage,None,10,1,0,6160,560,1120,4480,N
422,60,100/300,1000,1555.52,0,FEMALE,Graduate,own-child,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,11,1,1,85250,15500,7750,62000,N
303,50,100/300,2000,836.11,5000000,MALE,Graduate,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Fire,1,4,2,72840,12140,6070,54630,N
228,40,100/300,500,1450.98,0,MALE,Undergraduate,partner,Parked Car,No Collision,Trivial Damage,Police,20,1,2,6050,1100,1100,3850,N
239,39,250/500,2000,625.08,0,FEMALE,Graduate,partner,Single Vehicle Collision,Front Collision,Major Damage,Fire,10,1,3,87890,15980,7990,63920,Y
330,47,100/300,2000,1133.27,0,FEMALE,High School,partner,Multi-vehicle Collision,Side Collision,Total Loss,Police,20,2,2,60500,11000,5500,44000,Y
128,35,500/1000,500,1366.6,0,FEMALE,Graduate,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,10,3,1,88220,16040,16040,56140,N
147,37,500/1000,1000,1439.9,6000000,FEMALE,Undergraduate,partner,Multi-vehicle Collision,Rear Collision,Total Loss,Police,2,2,2,53680,9760,4880,39040,N
287,45,500/1000,1000,1230.69,0,MALE,Graduate,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Fire,19,1,2,53800,5380,5380,43040,N
142,29,100/300,2000,1307.68,0,FEMALE,Graduate,partner,Single Vehicle Collision,Rear Collision,Major Damage,Police,10,1,2,54360,4530,9060,40770,Y
162,35,500/1000,2000,1124.69,0,FEMALE,Graduate,partner,Single Vehicle Collision,Side Collision,Major Damage,Police,14,1,3,54340,9880,4940,39520,N
140,35,100/300,1000,1520.78,0,FEMALE,High School,partner,Parked Car,No Collision,Trivial Damage,None,5,1,2,2860,520,260,2080,Y
106,28,100/300,2000,1609.11,0,MALE,High School,own-child,Vehicle Theft,No Collision,Minor Damage,Police,8,1,1,5490,0,1220,4270,N
292,45,500/1000,1000,1358.91,0,MALE,Graduate,partner,Vehicle Theft,No Collision,Trivial Damage,Police,4,1,2,7370,670,1340,5360,N
34,34,500/1000,500,1295.87,0,FEMALE,Doctorate,partner,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,4,3,0,50800,5080,5080,40640,Y
290,48,250/500,500,1161.03,5000000,MALE,Undergraduate,not-in-family,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,20,2,1,41520,5190,5190,31140,N
182,38,500/1000,2000,1441.06,0,FEMALE,Graduate,partner,Single Vehicle Collision,Side Collision,Total Loss,Police,18,1,3,89650,8150,16300,65200,N
362,55,100/300,1000,1097.99,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Total Loss,Police,0,3,3,39690,0,0,39690,N
143,32,500/1000,1000,1464.42,0,FEMALE,High School,partner,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,1,1,0,62260,5660,5660,50940,N
183,38,250/500,500,1543.68,0,FEMALE,Graduate,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,17,1,1,51920,9440,4720,37760,Y
254,40,250/500,500,1390.89,5000000,MALE,Undergraduate,partner,Single Vehicle Collision,Front Collision,Minor Damage,Police,23,1,2,53460,9720,4860,38880,N
249,43,100/300,2000,1148.58,0,FEMALE,Graduate,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,4,3,1,57100,5710,5710,45680,N
169,36,250/500,500,1616.26,0,MALE,High School,partner,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,3,3,77440,14080,7040,56320,N
235,40,500/1000,500,1398.94,0,MALE,Undergraduate,partner,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,11,1,2,68300,6830,13660,47810,N
112,32,500/1000,1000,1238.92,0,MALE,Undergraduate,other-relative,Parked Car,No Collision,Trivial Damage,None,4,1,2,5060,460,920,3680,N
16,32,100/300,1000,968.46,0,MALE,Graduate,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,0,3,2,59400,6600,13200,39600,Y
128,31,100/300,500,1045.12,0,FEMALE,High School,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,2,3,2,69930,0,15540,54390,Y
103,27,100/300,1000,1537.33,0,FEMALE,Undergraduate,partner,Multi-vehicle Collision,Front Collision,Minor Damage,Police,11,3,1,77700,7770,15540,54390,N
356,54,500/1000,500,912.3,0,MALE,Undergraduate,partner,Multi-vehicle Collision,Front Collision,Major Damage,Police,23,3,1,68750,12500,12500,43750,Y
109,29,100/300,2000,1007.28,6000000,FEMALE,High School,partner,Multi-vehicle Collision,Side Collision,Minor Damage,Police,17,3,3,91080,16560,16560,57960,N
2,20,500/1000,1000,1189.98,4000000,FEMALE,High School,other-relative,Single Vehicle Collision,Side Collision,Minor Damage,Police,22,1,3,48360,4030,8060,36270,N
198,34,250/500,1000,1576.41,0,MALE,Undergraduate,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Police,18,1,1,95000,9500,9500,76000,N
107,32,100/300,500,1172.82,4000000,MALE,Undergraduate,other-relative,Vehicle Theft,No Collision,Trivial Damage,Police,8,1,3,3900,780,390,2730,N
252,39,500/1000,500,1312.22,9000000,MALE,High School,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Police,15,3,3,59400,11880,5940,41580,Y
303,43,500/1000,1000,671.01,7000000,FEMALE,Undergraduate,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,20,1,0,60210,6690,6690,46830,N
101,32,250/500,500,895.14,0,MALE,Graduate,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,4,1,3,43600,8720,4360,30520,N
446,57,100/300,2000,1373.21,0,MALE,Undergraduate,partner,Multi-vehicle Collision,Front Collision,Total Loss,Police,10,3,0,62800,6280,12560,43960,N
330,48,250/500,1000,1625.65,0,MALE,Undergraduate,partner,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,10,1,3,59500,11900,5950,41650,N
211,37,250/500,2000,1295.63,4000000,FEMALE,Doctorate,not-in-family,Multi-vehicle Collision,Front Collision,Total Loss,Police,22,3,0,53460,5940,5940,41580,N
172,33,100/300,1000,1459.96,6000000,FEMALE,High School,partner,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,15,3,1,41690,7580,7580,26530,N
316,46,100/300,500,1219.94,7000000,FEMALE,Graduate,partner,Single Vehicle Collision,Side Collision,Minor Damage,Ambulance,13,1,1,63100,6310,12620,44170,N
435,60,500/1000,500,1064.49,5000000,MALE,Undergraduate,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,23,1,1,62880,5240,10480,47160,Y
344,51,100/300,1000,959.83,0,FEMALE,Graduate,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Fire,18,3,2,75400,17400,11600,46400,Y
204,40,250/500,2000,1767.02,0,MALE,Graduate,partner,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,7,1,1,46200,4200,8400,33600,N
278,47,500/1000,500,1285.01,0,MALE,Graduate,not-in-family,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,21,1,2,58500,5850,5850,46800,N
434,57,500/1000,2000,1422.95,0,MALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Major Damage,Police,15,3,3,66240,11040,11040,44160,N
209,36,100/300,2000,1223.39,0,FEMALE,Graduate,partner,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,17,3,3,65440,8180,8180,49080,N
250,43,500/1000,2000,1539.06,0,MALE,Graduate,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Fire,2,1,3,64200,10700,10700,42800,N
61,25,100/300,2000,988.06,0,FEMALE,Graduate,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,1,3,0,32320,4040,4040,24240,N
80,28,500/1000,1000,1740.57,0,FEMALE,Undergraduate,partner,Single Vehicle Collision,Rear Collision,Major Damage,Police,3,1,1,33480,3720,3720,26040,N
25,38,250/500,1000,1540.91,7000000,MALE,Undergraduate,partner,Vehicle Theft,No Collision,Trivial Damage,None,0,1,1,4320,480,960,2880,N
4,29,250/500,500,1381.88,5000000,MALE,High School,other-relative,Vehicle Theft,No Collision,Trivial Damage,Police,4,1,2,4200,840,420,2940,N
32,29,100/300,500,1446.98,0,MALE,Graduate,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,11,3,0,57970,10540,5270,42160,N
125,31,500/1000,500,1220.86,0,MALE,Graduate,partner,Parked Car,No Collision,Trivial Damage,None,4,1,2,4320,0,960,3360,N
276,45,500/1000,500,948.1,0,FEMALE,High School,partner,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,11,3,2,69300,13860,6930,48510,N
148,30,100/300,500,1471.24,0,FEMALE,Graduate,own-child,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,2,32480,4060,4060,24360,N
222,38,100/300,2000,1157.97,0,MALE,Graduate,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Police,20,1,2,60480,6720,6720,47040,N
32,38,250/500,2000,566.11,5000000,MALE,Undergraduate,partner,Parked Car,No Collision,Trivial Damage,Police,22,1,0,2640,440,440,1760,N
78,27,500/1000,500,1060.88,0,MALE,Graduate,other-relative,Parked Car,No Collision,Trivial Damage,Police,4,1,3,6050,550,1100,4400,N
238,43,250/500,1000,1524.45,4000000,MALE,High School,partner,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,21,4,0,42700,4270,4270,34160,Y
313,47,250/500,1000,1556.17,0,MALE,Undergraduate,partner,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,20,1,3,40260,3660,7320,29280,Y
334,50,500/1000,500,1216.24,0,MALE,Graduate,partner,Single Vehicle Collision,Rear Collision,Major Damage,Fire,7,1,0,50000,5000,10000,35000,N
190,35,250/500,500,1484.72,5000000,FEMALE,High School,partner,Parked Car,No Collision,Trivial Damage,None,4,1,1,3840,640,320,2880,N
194,41,250/500,500,1203.81,0,MALE,Graduate,not-in-family,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,17,3,2,95900,13700,20550,61650,N
290,47,250/500,1000,1393.34,0,MALE,High School,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,3,56160,6240,12480,37440,N
26,42,100/300,1000,1484.48,0,MALE,Doctorate,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,10,1,3,63030,5730,11460,45840,N
254,41,250/500,500,1581.27,5000000,FEMALE,Doctorate,own-child,Single Vehicle Collision,Front Collision,Minor Damage,Police,8,1,2,63470,5770,11540,46160,N
